date,agent_id,program,channel,shift,work_mode,status
2026-07-18,A1166,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1168,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1169,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1170,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1172,RetailVoice,voice,09:00-18:00,WFH,Leave
2026-07-18,A1173,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1174,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1176,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1177,RetailVoice,voice,22:00-07:00,WFH,Leave
2026-07-18,A1178,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1180,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1181,RetailVoice,voice,22:00-07:00,Office,Leave
2026-07-18,A1182,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1186,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1188,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1189,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1190,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1191,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1192,RetailVoice,voice,06:00-15:00,Office,Leave
2026-07-18,A1193,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1194,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1195,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1198,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-18,A1200,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1202,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1203,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1204,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1206,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1207,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1208,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1209,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1210,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-18,A1211,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1213,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1214,RetailVoice,voice,14:00-23:00,WFH,Leave
2026-07-18,A1215,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1217,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-18,A1218,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1219,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1220,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1222,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-18,A1223,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1226,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1227,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1230,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1231,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1232,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1233,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1234,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1235,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1236,RetailVoice,voice,13:30-22:30,Office,Leave
2026-07-18,A1237,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1239,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1240,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1241,RetailVoice,voice,14:00-23:00,Office,Leave
2026-07-18,A1242,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1243,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1245,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1247,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1248,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1249,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1250,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-18,A1251,RetailVoice,voice,22:00-07:00,WFH,Working
2026-07-18,A1253,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1254,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1255,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1257,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-18,A1258,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1260,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1261,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1263,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1265,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1268,RetailVoice,voice,06:00-15:00,Office,Leave
2026-07-18,A1269,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1270,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1271,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1272,RetailVoice,voice,06:00-15:00,Office,Training
2026-07-18,A1273,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-18,A1275,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1276,RetailVoice,voice,09:00-18:00,Office,Leave
2026-07-18,A1277,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1278,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1282,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1283,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1284,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1288,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1290,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1293,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1294,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1295,RetailVoice,voice,22:00-07:00,WFH,Working
2026-07-18,A1296,RetailVoice,voice,22:00-07:00,WFH,Working
2026-07-18,A1297,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1299,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1300,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1303,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1305,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1306,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1308,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-18,A1309,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1310,RetailVoice,voice,13:30-22:30,Office,Leave
2026-07-18,A1311,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1313,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1314,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-18,A1315,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1317,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1318,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1319,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1320,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1322,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-18,A1323,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-18,A1325,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1326,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1327,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-18,A1328,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1332,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1334,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1335,RetailVoice,voice,13:30-22:30,Office,Leave
2026-07-18,A1336,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1337,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1339,RetailVoice,voice,22:00-07:00,WFH,Working
2026-07-18,A1340,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1341,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1342,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1343,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1344,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1345,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1346,RetailVoice,voice,22:00-07:00,Office,Leave
2026-07-18,A1348,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1349,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1351,RetailVoice,voice,06:00-15:00,WFH,Leave
2026-07-18,A1354,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1356,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1357,RetailVoice,voice,14:00-23:00,Office,Leave
2026-07-18,A1358,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1359,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1361,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1362,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-18,A1363,RetailVoice,voice,06:00-15:00,Office,Training
2026-07-18,A1364,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1365,RetailVoice,voice,09:00-18:00,WFH,Leave
2026-07-18,A1366,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1367,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1368,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1370,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1373,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1374,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1376,RetailVoice,voice,22:00-07:00,Office,Leave
2026-07-18,A1377,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1378,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1380,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1381,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1382,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1383,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1384,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1385,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1388,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1390,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1391,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1392,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1393,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1394,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-18,A1395,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1396,RetailVoice,voice,14:00-23:00,Office,Leave
2026-07-18,A1400,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1402,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1403,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-18,A1404,RetailVoice,voice,22:00-07:00,WFH,Working
2026-07-18,A1405,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1406,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1407,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-18,A1408,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1409,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-18,A1410,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1411,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-18,A1412,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1413,RetailVoice,voice,22:00-07:00,Office,Leave
2026-07-18,A1415,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-18,A1416,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-18,A1417,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-18,A1418,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1000,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1001,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-19,A1002,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1003,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1004,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1006,RetailVoice,voice,14:00-23:00,WFH,Training
2026-07-19,A1007,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1008,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1010,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1012,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1013,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-19,A1014,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1015,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-19,A1016,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1017,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-19,A1018,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-19,A1021,RetailVoice,voice,09:00-18:00,WFH,Leave
2026-07-19,A1023,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1024,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1025,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1026,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1027,RetailVoice,voice,06:00-15:00,Office,Leave
2026-07-19,A1028,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1030,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1031,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1035,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1037,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1039,RetailVoice,voice,13:30-22:30,Office,Leave
2026-07-19,A1041,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1043,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1050,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1051,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1052,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1053,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1054,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1055,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1056,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1058,RetailVoice,voice,06:00-15:00,Office,Training
2026-07-19,A1059,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1060,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1062,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1063,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1064,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1065,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1066,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1068,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1071,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1072,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1073,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1075,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1076,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1077,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1078,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1079,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1080,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1081,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1086,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1087,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1089,RetailVoice,voice,13:30-22:30,Office,Training
2026-07-19,A1090,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1091,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1092,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-19,A1093,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1094,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1095,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1096,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1097,RetailVoice,voice,06:00-15:00,Office,Leave
2026-07-19,A1098,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1099,RetailVoice,voice,22:00-07:00,Office,Leave
2026-07-19,A1100,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1101,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1102,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1103,RetailVoice,voice,22:00-07:00,WFH,Working
2026-07-19,A1105,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1107,RetailVoice,voice,09:00-18:00,WFH,Leave
2026-07-19,A1108,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1109,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1110,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1111,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1114,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1115,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1116,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1117,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1119,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1121,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1123,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1124,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1125,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1127,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1128,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1130,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1131,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1132,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1133,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1134,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1135,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1136,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1137,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1138,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1140,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1143,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1144,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1145,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1147,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1148,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1150,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1151,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1153,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1154,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1156,RetailVoice,voice,09:00-18:00,Office,Leave
2026-07-19,A1157,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1158,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1159,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1160,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1161,RetailVoice,voice,22:00-07:00,Office,Leave
2026-07-19,A1162,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1164,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1165,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1167,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1168,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1169,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1170,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1173,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1176,RetailVoice,voice,09:00-18:00,Office,Leave
2026-07-19,A1178,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1181,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1182,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1186,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1188,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1189,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1190,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1192,RetailVoice,voice,06:00-15:00,Office,Leave
2026-07-19,A1193,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1194,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1195,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1198,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-19,A1200,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1201,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1202,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1203,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1206,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1207,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1208,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1211,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1213,RetailVoice,voice,14:00-23:00,Office,Leave
2026-07-19,A1214,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-19,A1217,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-19,A1218,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1219,RetailVoice,voice,09:00-18:00,Office,Leave
2026-07-19,A1220,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1222,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1226,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1227,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1229,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1230,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1232,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1233,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1235,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-19,A1236,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1237,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1238,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1239,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1240,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1241,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1242,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1243,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1247,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1248,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1250,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1251,RetailVoice,voice,22:00-07:00,WFH,Working
2026-07-19,A1252,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1253,RetailVoice,voice,09:00-18:00,Office,Training
2026-07-19,A1254,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1255,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1257,RetailVoice,voice,06:00-15:00,WFH,Leave
2026-07-19,A1260,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1261,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1263,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1265,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1267,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-19,A1268,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1269,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1270,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1271,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1272,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1273,RetailVoice,voice,13:30-22:30,WFH,Working
2026-07-19,A1278,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1279,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1280,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1281,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1283,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1284,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1287,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1288,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1290,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-19,A1291,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1292,RetailVoice,voice,22:00-07:00,Office,Working
2026-07-19,A1293,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1294,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-19,A1295,RetailVoice,voice,22:00-07:00,WFH,Training
2026-07-19,A1296,RetailVoice,voice,22:00-07:00,WFH,Leave
2026-07-19,A1297,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1298,RetailVoice,voice,14:00-23:00,Office,Working
2026-07-19,A1299,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1300,RetailVoice,voice,14:00-23:00,WFH,Working
2026-07-19,A1301,RetailVoice,voice,06:00-15:00,WFH,Working
2026-07-19,A1302,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1303,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1305,RetailVoice,voice,13:30-22:30,Office,Working
2026-07-19,A1306,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1308,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-19,A1309,RetailVoice,voice,06:00-15:00,Office,Working
2026-07-19,A1311,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1313,RetailVoice,voice,09:00-18:00,Office,Working
2026-07-19,A1314,RetailVoice,voice,09:00-18:00,WFH,Working
2026-07-19,A1315,RetailVoice,voice,09:00-18:00,Office,Working
