country,city,site,building,tower,floor,zone,zone_type,seat_id,x_mm,y_mm,desk_size_mm,seat_status,trapped_reason
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-084,38662.8,50657.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-085,33641.9,50157.3,1000x500,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-086,34650.5,50157.3,1000x500,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-087,35651.7,50157.3,1000x500,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-088,36652.9,50157.3,1000x500,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-089,37654.2,50157.3,1000x500,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-090,38655.4,50157.3,1000x500,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-091,32464.0,47477.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-092,33465.2,47477.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-093,34466.4,47477.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-094,35467.7,47477.5,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-095,36468.9,47477.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23C,Production,T1-23F-23C-096,37470.1,47477.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-001,12549.7,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-002,13551.0,33099.5,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-003,14574.3,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-004,15582.9,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-005,16584.1,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-006,17585.4,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-007,18608.7,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-008,19617.3,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-009,20618.5,33099.5,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-010,23335.1,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-011,24343.7,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-012,25359.6,33099.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-013,21987.8,32753.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-014,10952.2,32621.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-015,10952.2,31597.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-016,13609.9,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-017,14287.2,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-018,16223.4,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-019,16893.3,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-020,18836.9,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-021,19514.2,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-022,21472.5,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-023,22149.8,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-024,24078.6,31178.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-025,10952.2,30589.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-026,14272.5,30184.1,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-027,16900.7,30184.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-028,19528.9,30184.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-029,22142.4,30184.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-030,24770.7,30184.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-031,27398.9,30184.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-032,13595.2,30168.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-033,16208.7,30168.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-034,18836.9,30168.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-035,21443.1,30168.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-036,24071.3,30168.0,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-037,26699.5,30168.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-038,10952.2,29587.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-039,14272.5,29190.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-040,16900.7,29190.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-041,19528.9,29190.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-042,22142.4,29190.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-043,24770.7,29190.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-044,27398.9,29190.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-045,13595.2,29168.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-046,16208.7,29168.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-047,18836.9,29168.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-048,21443.1,29168.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-049,24071.3,29168.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-050,26699.5,29168.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-051,10952.2,28586.6,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-052,14272.5,28165.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-053,16900.7,28165.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-054,19528.9,28165.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-055,22142.4,28165.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-056,24770.7,28165.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-057,27398.9,28165.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-058,13595.2,28145.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-059,16208.7,28145.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-060,18836.9,28145.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-061,21443.1,28145.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-062,24071.3,28145.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-063,26699.5,28145.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-064,10952.2,27563.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-065,10952.2,26562.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-066,12958.9,25781.7,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-067,13960.1,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-068,14970.6,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-069,15913.4,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-070,16944.7,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-071,17946.0,25781.7,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-072,18939.2,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-073,19955.8,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-074,20949.0,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-075,21980.3,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-076,23030.1,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-077,24040.5,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-078,25041.8,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-079,26006.7,25781.7,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-080,27015.9,25781.7,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,23A,Production,T1-23F-23A-081,28031.3,25722.8,1000x500,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-001,29585.4,68164.8,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-002,23541.2,67156.2,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-003,25043.1,67156.2,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-004,26552.3,67156.2,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-005,28068.9,67156.2,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-006,29585.4,67156.2,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-007,23541.2,66154.9,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-008,25043.1,66154.9,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-009,26552.3,66154.9,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-010,28068.9,66154.9,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-011,29585.4,66154.9,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-012,23541.2,65153.7,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-013,25043.1,65153.7,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-014,26552.3,65153.7,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-015,28068.9,65153.7,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-016,29585.4,65153.7,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-017,23541.2,64130.4,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-018,25043.1,64130.4,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-019,26552.3,64130.4,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-020,28068.9,64130.4,1000x600,trapped,segregation
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-021,29585.4,64130.4,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-022,23541.2,63129.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-023,25043.1,63129.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-024,26552.3,63129.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-025,28068.9,63129.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training A,Production,T1-23F-TRA-026,29585.4,63129.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-001,22179.3,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-002,23187.9,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-003,24189.1,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-004,25190.3,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-005,26184.2,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-006,27185.4,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-007,28208.7,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-008,29210.0,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-009,30218.6,60397.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-010,26184.2,59102.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-011,27185.4,59102.1,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-012,28208.7,59102.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-013,29210.0,59102.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-014,30218.6,59102.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-015,24189.1,59087.4,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-016,25190.3,59087.4,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-017,24189.1,57784.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-018,25190.3,57784.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-019,26184.2,57784.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-020,27185.4,57784.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-021,28208.7,57784.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-022,29210.0,57784.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-023,30218.6,57784.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-024,22179.3,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-025,23187.9,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-026,24189.1,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-027,25190.3,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-028,26184.2,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-029,27185.4,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-030,28208.7,56473.9,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-031,29210.0,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-032,30218.6,56473.9,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-033,22179.3,55170.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-034,23180.5,55170.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-035,24181.7,55170.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-036,25175.6,55156.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-037,26184.2,55156.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-038,27185.4,55156.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-039,28208.7,55156.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-040,29210.0,55156.1,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training B,Production,T1-23F-TRB-041,30218.6,55156.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-001,24321.6,49693.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-002,25735.1,49693.5,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-003,27141.2,49693.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-004,28562.1,49693.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-005,22495.8,48891.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-006,24321.6,48692.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-007,25735.1,48692.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-008,27141.2,48692.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-009,28562.1,48692.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-010,22495.8,47889.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-011,24321.6,47691.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-012,25735.1,47691.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-013,27141.2,47691.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-014,28562.1,47691.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-015,22495.8,46881.2,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-016,24321.6,46689.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-017,25735.1,46689.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-018,27141.2,46689.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-019,28562.1,46689.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-020,22495.8,45880.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-021,24321.6,45688.6,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-022,25735.1,45688.6,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-023,27141.2,45688.6,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-024,28562.1,45688.6,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-025,22495.8,44878.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-026,24321.6,44687.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-027,25735.1,44687.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-028,27141.2,44687.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-029,28562.1,44687.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-030,22495.8,43877.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-031,24321.6,43686.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-032,25735.1,43686.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-033,27141.2,43686.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-034,28562.1,43686.1,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-035,22495.8,42876.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-036,24321.6,42677.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-037,25735.1,42677.5,1000x600,trapped,it_not_ready
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-038,27141.2,42677.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-039,28562.1,42677.5,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-040,24321.6,41676.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-041,25735.1,41676.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-042,27141.2,41676.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Training C,Production,T1-23F-TRC-043,28562.1,41676.3,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,IT,Support,T1-23F-IT-001,11150.6,23551.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,IT,Support,T1-23F-IT-002,12099.9,23551.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,IT,Support,T1-23F-IT-003,13109.1,23551.0,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,HR,Support,T1-23F-HR-001,16391.4,24176.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,HR,Support,T1-23F-HR-002,17356.4,24176.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,HR,Support,T1-23F-HR-003,18357.6,24176.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,HR,Support,T1-23F-HR-004,16657.7,23484.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,HR,Support,T1-23F-HR-005,17659.0,23484.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,HR,Support,T1-23F-HR-006,18667.6,23484.8,1000x600,usable,
India,Gurugram,Northgate Campus,Tower A,T1,14F,Nutson Room,Support,T1-23F-NUT-001,11169.9,20525.3,1000x600,usable,
